first_name,last_name,nickname,record,age,height,weight,weight_class,debut,arm_reach,leg_reach,born_town,academy,fighter_style,wins_by_ko,wins_by_first_round_ko,sig_striking_landed,sig_striking_throw,takedowns_attempted,takedowns_landed,takedowns_avg,sig_striking_landed_min,avg_knockdown_fight,striking_defence,knockdown_avg,sig_striking_recieved_min,sub_avg_per_fight,takedown_defence,avg_fight_time,sig_striking_landed_by_pos,wins_by_method,sig_striking_by_target
Denys,Bondar,"""Psycho""",16-4-0 (W-L-D),30,66.00,125.00,Flyweight,"Jan. 01, 2021",69.00,38.00,"Kharkiv, Ucrania",,MMA,4,9,4,5,1,1,100%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(100%)', 'number': '4'}}, {'name': 'Clinch', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(25%)', 'number': '4'}}, {'name': 'DEC', 'value': {'percentage': '(19%)', 'number': '3'}}, {'name': 'SUB', 'value': {'percentage': '(56%)', 'number': '9'}}]}","{'head': {'percentage': '50%', 'value': '2'}, 'body': {'percentage': '0%', 'value': '0'}, 'legs': {'percentage': '50%', 'value': '2'}}"
Gabriel,Bonfim,"""Marretinha""",14-0-0 (W-L-D),25,73.00,171.00,Welterweight,"Jan. 21, 2023",72.50,40.50,"Brasilia, Brasil",,Striker,3,11,35,90,1,,100%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(100%)', 'number': '35'}}, {'name': 'Clinch', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(21%)', 'number': '3'}}, {'name': 'DEC', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(79%)', 'number': '11'}}]}","{'head': {'percentage': '89%', 'value': '31'}, 'body': {'percentage': '6%', 'value': '2'}, 'legs': {'percentage': '6%', 'value': '2'}}"
Ismael,Bonfim,"""Marreta""",19-3-0 (W-L-D),27,68.00,156.00,Lightweight,"Jan. 21, 2023",71.50,35.00,"Brasilia, Brasil",Cerrado MMA / Sanford MMA,Boxer,13,9,119,207,7,1,29%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(85%)', 'number': '101'}}, {'name': 'Clinch', 'value': {'percentage': '(13%)', 'number': '15'}}, {'name': 'Suelo', 'value': {'percentage': '(3%)', 'number': '3'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(47%)', 'number': '9'}}, {'name': 'DEC', 'value': {'percentage': '(32%)', 'number': '6'}}, {'name': 'SUB', 'value': {'percentage': '(21%)', 'number': '4'}}]}","{'head': {'percentage': '66%', 'value': '79'}, 'body': {'percentage': '29%', 'value': '35'}, 'legs': {'percentage': '4%', 'value': '5'}}"
Caio,Borralho,"""The Natural""",13-1-0 (W-L-D),30,70.00,186.00,Middleweight,"Apr. 16, 2022",75.00,42.00,"State of Maranhão, Brasil",Combat Club,MMA,10,4,143,231,12,1,75%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(55%)', 'number': '78'}}, {'name': 'Clinch', 'value': {'percentage': '(20%)', 'number': '29'}}, {'name': 'Suelo', 'value': {'percentage': '(25%)', 'number': '36'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(31%)', 'number': '4'}}, {'name': 'DEC', 'value': {'percentage': '(46%)', 'number': '6'}}, {'name': 'SUB', 'value': {'percentage': '(23%)', 'number': '3'}}]}","{'head': {'percentage': '58%', 'value': '83'}, 'body': {'percentage': '29%', 'value': '41'}, 'legs': {'percentage': '13%', 'value': '19'}}"
Zach,Borrego,,0-1-0 (W-L-D),26,,187.50,Middleweight,"Mar. 07, 2023",,,"San Antonio, Estados Unidos",,,0,0,0,0,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Clinch', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(0', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '0%', 'value': '0'}, 'body': {'percentage': '0%', 'value': '0'}, 'legs': {'percentage': '0%', 'value': '0'}}"
Viacheslav,Borshchev,"""Slava Claus""",6-3-0 (W-L-D),31,71.00,155.50,Lightweight,"Jan. 15, 2022",69.00,41.50,"Volgograd, Rusia",Team Alpha Male,Striker,5,3,132,227,227,132,58%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(86%)', 'number': '113'}}, {'name': 'Clinch', 'value': {'percentage': '(7%)', 'number': '9'}}, {'name': 'Suelo', 'value': {'percentage': '(8%)', 'number': '10'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(83%)', 'number': '5'}}, {'name': 'DEC', 'value': {'percentage': '(17%)', 'number': '1'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '56%', 'value': '74'}, 'body': {'percentage': '20%', 'value': '26'}, 'legs': {'percentage': '24%', 'value': '32'}}"
Tanner,Boser,"""The Bulldozer""",20-9-1 (W-L-D),31,74.00,229.00,Heavyweight,"Jul. 27, 2019",75.50,43.00,"Bonnyville, Canadá",,Karate,11,2,391,748,748,391,52%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(92%)', 'number': '359'}}, {'name': 'Clinch', 'value': {'percentage': '(2%)', 'number': '6'}}, {'name': 'Suelo', 'value': {'percentage': '(7%)', 'number': '26'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(55%)', 'number': '11'}}, {'name': 'DEC', 'value': {'percentage': '(35%)', 'number': '7'}}, {'name': 'SUB', 'value': {'percentage': '(10%)', 'number': '2'}}]}","{'head': {'percentage': '42%', 'value': '165'}, 'body': {'percentage': '20%', 'value': '79'}, 'legs': {'percentage': '38%', 'value': '147'}}"
Kyron,Bowen,,0-1-0 (W-L-D),29,,180.50,Middleweight,"Mar. 07, 2023",,,"Springfield, Estados Unidos",,,0,0,4,7,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(100%)', 'number': '4'}}, {'name': 'Clinch', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '0%', 'value': '0'}, 'body': {'percentage': '50%', 'value': '2'}, 'legs': {'percentage': '50%', 'value': '2'}}"
Anvar,Boynazarov,,0-1-0 (W-L-D),34,,144.00,Featherweight,"Mar. 07, 2023",,,Uzbekistán,,,0,0,0,2,0,0,0,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Clinch', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'Suelo', 'value': {'percentage': '(0', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '0%', 'value': '0'}, 'body': {'percentage': '0%', 'value': '0'}, 'legs': {'percentage': '0%', 'value': '0'}}"
Sean,Brady,,15-1-0 (W-L-D),30,70.00,171.00,Welterweight,"Oct. 18, 2019",72.00,40.00,"Philadelphia, Estados Unidos",,Brazilian Jiu-Jitsu,3,4,313,589,28,2,50%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(87%)', 'number': '272'}}, {'name': 'Clinch', 'value': {'percentage': '(2%)', 'number': '5'}}, {'name': 'Suelo', 'value': {'percentage': '(12%)', 'number': '36'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(20%)', 'number': '3'}}, {'name': 'DEC', 'value': {'percentage': '(53%)', 'number': '8'}}, {'name': 'SUB', 'value': {'percentage': '(27%)', 'number': '4'}}]}","{'head': {'percentage': '65%', 'value': '202'}, 'body': {'percentage': '6%', 'value': '19'}, 'legs': {'percentage': '29%', 'value': '92'}}"
Ramiz,Brahimaj,,10-4-0 (W-L-D),30,70.00,170.50,Welterweight,"Nov. 07, 2020",72.00,39.00,"The Bronx, Estados Unidos",Fortis MMA,MMA,10,10,78,188,6,4,67%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(91%)', 'number': '71'}}, {'name': 'Clinch', 'value': {'percentage': '(9%)', 'number': '7'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0%)', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(100%)', 'number': '10'}}]}","{'head': {'percentage': '79%', 'value': '62'}, 'body': {'percentage': '17%', 'value': '13'}, 'legs': {'percentage': '4%', 'value': '3'}}"
Bruna,Brasil,,8-2-1 (W-L-D),29,,115.00,Women's Strawweight,"Apr. 15, 2023",,,,,,0,0,40,49,2,,100%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(60%)', 'number': '24'}}, {'name': 'Clinch', 'value': {'percentage': '(38%)', 'number': '15'}}, {'name': 'Suelo', 'value': {'percentage': '(3%)', 'number': '1'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '35%', 'value': '14'}, 'body': {'percentage': '63%', 'value': '25'}, 'legs': {'percentage': '3%', 'value': '1'}}"
Mike,Breeden,"""Money""",10-5-0 (W-L-D),33,70.00,155.50,Lightweight,"Oct. 02, 2021",70.00,39.50,"Springfield, Estados Unidos",Glory MMA & Fitness,Striker,8,5,170,401,8,,38%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(89%)', 'number': '151'}}, {'name': 'Clinch', 'value': {'percentage': '(10%)', 'number': '17'}}, {'name': 'Suelo', 'value': {'percentage': '(1%)', 'number': '2'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(80%)', 'number': '8'}}, {'name': 'DEC', 'value': {'percentage': '(20%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '61%', 'value': '103'}, 'body': {'percentage': '32%', 'value': '55'}, 'legs': {'percentage': '7%', 'value': '12'}}"
Elves,Brener,,14-3-0 (W-L-D),25,70.00,155.50,Lightweight,"Feb. 11, 2023",72.50,39.49,"Maués, Brasil",Chute Boxe,Jiu-Jitsu,3,11,69,157,3,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(96%)', 'number': '66'}}, {'name': 'Clinch', 'value': {'percentage': '(4%)', 'number': '3'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(7%)', 'number': '1'}}, {'name': 'DEC', 'value': {'percentage': '(14%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(79%)', 'number': '11'}}]}","{'head': {'percentage': '43%', 'value': '30'}, 'body': {'percentage': '33%', 'value': '23'}, 'legs': {'percentage': '23%', 'value': '16'}}"
Marcos,Brigagao,,0-0-0 (W-L-D),27,,202.50,Light Heavyweight,"Mar. 07, 2023",,,,,,0,0,46,106,1,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(78%)', 'number': '36'}}, {'name': 'Clinch', 'value': {'percentage': '(22%)', 'number': '10'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '54%', 'value': '25'}, 'body': {'percentage': '35%', 'value': '16'}, 'legs': {'percentage': '11%', 'value': '5'}}"
Joanderson,Brito,"""Tubarao""",14-3-1 (W-L-D),28,68.00,146.00,Featherweight,"Jan. 15, 2022",72.00,38.00,"Santa Helena, Brasil",,Striker,6,6,102,206,10,2,70%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(61%)', 'number': '62'}}, {'name': 'Clinch', 'value': {'percentage': '(7%)', 'number': '7'}}, {'name': 'Suelo', 'value': {'percentage': '(32%)', 'number': '33'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(43%)', 'number': '6'}}, {'name': 'DEC', 'value': {'percentage': '(14%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(43%)', 'number': '6'}}]}","{'head': {'percentage': '64%', 'value': '65'}, 'body': {'percentage': '18%', 'value': '18'}, 'legs': {'percentage': '19%', 'value': '19'}}"
TJ,Brown,"""Downtown""",17-9-0 (W-L-D),32,69.00,145.50,Featherweight,"Aug. 27, 2019",72.00,38.00,"Pine Bluff, Estados Unidos",Glory MMA & Fitness,MMA,4,9,324,724,41,15,56%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(73%)', 'number': '236'}}, {'name': 'Clinch', 'value': {'percentage': '(11%)', 'number': '35'}}, {'name': 'Suelo', 'value': {'percentage': '(16%)', 'number': '53'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(25%)', 'number': '4'}}, {'name': 'DEC', 'value': {'percentage': '(19%)', 'number': '3'}}, {'name': 'SUB', 'value': {'percentage': '(56%)', 'number': '9'}}]}","{'head': {'percentage': '73%', 'value': '236'}, 'body': {'percentage': '19%', 'value': '63'}, 'legs': {'percentage': '8%', 'value': '25'}}"
Randy,Brown,"""Rudeboy""",16-5-0 (W-L-D),32,75.00,171.00,Welterweight,"Jan. 31, 2016",78.00,45.50,"Spanish Town, Jamaica",Budokan Martial Arts,,6,5,679,1430,21,5,33%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(72%)', 'number': '491'}}, {'name': 'Clinch', 'value': {'percentage': '(17%)', 'number': '118'}}, {'name': 'Suelo', 'value': {'percentage': '(10%)', 'number': '70'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(9%)', 'number': '6'}}, {'name': 'DEC', 'value': {'percentage': '(84%)', 'number': '59'}}, {'name': 'SUB', 'value': {'percentage': '(7%)', 'number': '5'}}]}","{'head': {'percentage': '65%', 'value': '441'}, 'body': {'percentage': '20%', 'value': '135'}, 'legs': {'percentage': '15%', 'value': '103'}}"
Matt,Brown,"""The Immortal""",25-19-0 (W-L-D),42,72.00,170.50,Welterweight,"Jun. 21, 2008",75.00,43.00,"Xenia, Estados Unidos",None,Brawler,16,7,1028,1859,66,23,47%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(56%)', 'number': '576'}}, {'name': 'Clinch', 'value': {'percentage': '(27%)', 'number': '275'}}, {'name': 'Suelo', 'value': {'percentage': '(17%)', 'number': '177'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(64%)', 'number': '16'}}, {'name': 'DEC', 'value': {'percentage': '(8%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(28%)', 'number': '7'}}]}","{'head': {'percentage': '61%', 'value': '629'}, 'body': {'percentage': '30%', 'value': '307'}, 'legs': {'percentage': '9%', 'value': '92'}}"
Travis,Browne,"""Hapa""",18-7-1 (W-L-D),40,78.50,247.50,Heavyweight,"Jun. 19, 2010",79.00,45.50,"Honolulu, Estados Unidos",Glendale Fighting Club CA,,0,0,400,964,16,11,69%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(62%)', 'number': '248'}}, {'name': 'Clinch', 'value': {'percentage': '(14%)', 'number': '56'}}, {'name': 'Suelo', 'value': {'percentage': '(24%)', 'number': '96'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'DEC', 'value': {'percentage': '(0', 'number': '0'}}, {'name': 'SUB', 'value': {'percentage': '(0', 'number': '0'}}]}","{'head': {'percentage': '60%', 'value': '238'}, 'body': {'percentage': '25%', 'value': '99'}, 'legs': {'percentage': '16%', 'value': '63'}}"
Cody,Brundage,,8-3-0 (W-L-D),28,72.00,185.00,Middleweight,"Sep. 25, 2021",72.00,42.00,"Chapin, Estados Unidos",Factory X,Wrestler,4,3,66,125,13,1,46%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(44%)', 'number': '29'}}, {'name': 'Clinch', 'value': {'percentage': '(9%)', 'number': '6'}}, {'name': 'Suelo', 'value': {'percentage': '(47%)', 'number': '31'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(50%)', 'number': '4'}}, {'name': 'DEC', 'value': {'percentage': '(13%)', 'number': '1'}}, {'name': 'SUB', 'value': {'percentage': '(38%)', 'number': '3'}}]}","{'head': {'percentage': '79%', 'value': '52'}, 'body': {'percentage': '15%', 'value': '10'}, 'legs': {'percentage': '6%', 'value': '4'}}"
Derek,Brunson,"""The 1""",23-9-0 (W-L-D),39,73.00,203.00,Middleweight,"Aug. 19, 2012",77.00,43.00,"Wilmington, Estados Unidos",Sanford MMA,,12,4,688,1452,123,13,33%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(62%)', 'number': '429'}}, {'name': 'Clinch', 'value': {'percentage': '(15%)', 'number': '103'}}, {'name': 'Suelo', 'value': {'percentage': '(23%)', 'number': '156'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(52%)', 'number': '12'}}, {'name': 'DEC', 'value': {'percentage': '(30%)', 'number': '7'}}, {'name': 'SUB', 'value': {'percentage': '(17%)', 'number': '4'}}]}","{'head': {'percentage': '69%', 'value': '474'}, 'body': {'percentage': '15%', 'value': '106'}, 'legs': {'percentage': '16%', 'value': '108'}}"
Dennis,Bryant,"""The Beard""",5-2-0 (W-L-D),37,73.00,205.50,Light Heavyweight,"Mar. 07, 2023",72.00,,"Yuba City, Estados Unidos",,,0,0,0,0,0,0,0,,,,,,,,,{},{},{}
Lukasz,Brzeski,"""The Bull""",8-2-1 (W-L-D),30,75.00,236.50,Heavyweight,"Aug. 13, 2022",78.00,43.00,"Zakopane, Polonia",,Striker,6,1,198,423,3,,67%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(79%)', 'number': '157'}}, {'name': 'Clinch', 'value': {'percentage': '(11%)', 'number': '22'}}, {'name': 'Suelo', 'value': {'percentage': '(10%)', 'number': '19'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(75%)', 'number': '6'}}, {'name': 'DEC', 'value': {'percentage': '(13%)', 'number': '1'}}, {'name': 'SUB', 'value': {'percentage': '(13%)', 'number': '1'}}]}","{'head': {'percentage': '58%', 'value': '114'}, 'body': {'percentage': '28%', 'value': '56'}, 'legs': {'percentage': '14%', 'value': '28'}}"
Joaquin,Buckley,"""New Mansa""",15-6-0 (W-L-D),28,70.00,185.50,Middleweight,"Aug. 08, 2020",76.00,40.00,Estados Unidos,,Freestyle,11,4,330,1013,23,7,30%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(87%)', 'number': '288'}}, {'name': 'Clinch', 'value': {'percentage': '(8%)', 'number': '26'}}, {'name': 'Suelo', 'value': {'percentage': '(5%)', 'number': '16'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(73%)', 'number': '11'}}, {'name': 'DEC', 'value': {'percentage': '(27%)', 'number': '4'}}, {'name': 'SUB', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'head': {'percentage': '52%', 'value': '171'}, 'body': {'percentage': '34%', 'value': '113'}, 'legs': {'percentage': '14%', 'value': '46'}}"
Martin,Buday,"""Badys""",3-0-0 (W-L-D),31,76.00,266.00,Heavyweight,"Apr. 16, 2022",77.00,43.00,"Nitra, Eslovaquia",,Jiu-Jitsu,10,7,145,297,1,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(64%)', 'number': '93'}}, {'name': 'Clinch', 'value': {'percentage': '(33%)', 'number': '48'}}, {'name': 'Suelo', 'value': {'percentage': '(3%)', 'number': '4'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(70%)', 'number': '7'}}, {'name': 'DEC', 'value': {'percentage': '(20%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(10%)', 'number': '1'}}]}","{'head': {'percentage': '59%', 'value': '85'}, 'body': {'percentage': '21%', 'value': '31'}, 'legs': {'percentage': '20%', 'value': '29'}}"
Modestas,Bukauskas,"""The Baltic Gladiator""",14-5-0 (W-L-D),29,75.00,206.00,Light Heavyweight,"Jul. 15, 2020",78.00,42.00,"Klaipeda, Lituania",,Kickboxer,9,2,150,391,1,,0%,,,,,,,,,"{'title': 'Golpes Sig. por Posición', 'content': [{'name': 'De pie', 'value': {'percentage': '(86%)', 'number': '129'}}, {'name': 'Clinch', 'value': {'percentage': '(14%)', 'number': '21'}}, {'name': 'Suelo', 'value': {'percentage': '(0%)', 'number': '0'}}]}","{'title': 'Win by Method', 'content': [{'name': 'KO/TKO', 'value': {'percentage': '(69%)', 'number': '9'}}, {'name': 'DEC', 'value': {'percentage': '(15%)', 'number': '2'}}, {'name': 'SUB', 'value': {'percentage': '(15%)', 'number': '2'}}]}","{'head': {'percentage': '67%', 'value': '100'}, 'body': {'percentage': '23%', 'value': '35'}, 'legs': {'percentage': '10%', 'value': '15'}}"
